# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "4" "-a" "/home/bit/project/yeast_stress/data/Saccharomyces_cerevisiae.R64-1-1.59.gtf" "-o" "/home/bit/project/yeast_stress/results/counts/gene_counts.txt" "/home/bit/project/yeast_stress/results/alignment/SRR636633_sorted.bam" "/home/bit/project/yeast_stress/results/alignment/SRR636634_sorted.bam" "/home/bit/project/yeast_stress/results/alignment/SRR636635_sorted.bam" "/home/bit/project/yeast_stress/results/alignment/SRR636636_sorted.bam" "/home/bit/project/yeast_stress/results/alignment/SRR636637_sorted.bam" "/home/bit/project/yeast_stress/results/alignment/SRR636638_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/bit/project/yeast_stress/results/alignment/SRR636633_sorted.bam	/home/bit/project/yeast_stress/results/alignment/SRR636634_sorted.bam	/home/bit/project/yeast_stress/results/alignment/SRR636635_sorted.bam	/home/bit/project/yeast_stress/results/alignment/SRR636636_sorted.bam	/home/bit/project/yeast_stress/results/alignment/SRR636637_sorted.bam	/home/bit/project/yeast_stress/results/alignment/SRR636638_sorted.bam
snR52	V	431129	431220	-	92	2	0	1	0	1	0
YEL042W	V	73771	75327	+	1557	6337	5571	6978	2375	1734	1273
YER190C-A	V	574804	575379	-	576	0	0	0	0	0	0
tS(UGA)E	V	288443	288524	-	82	2	2	1	7	2	2
YER008C	V	167808	171818	-	4011	1948	1700	1886	1878	2733	2575
YER114C	V	390590	393712	-	3123	1900	1627	1808	1162	831	749
YER034W	V	221846	222403	+	558	165	178	175	116	232	212
YEL008W	V	140512	140892	+	381	20	21	16	24	15	13
YER014W	V	182600	184219	+	1620	276	257	267	449	315	369
YER143W	V	456319	457605	+	1287	650	562	546	5282	3621	3197
YER053C-A	V	260933	261046	-	114	4	3	2	72	108	152
YER028C	V	210692	211876	-	1185	228	244	245	251	222	178
YER048C	V	246982	248157	-	1176	1798	1317	1278	2642	2217	2387
YER044C	V	237570	238016	-	447	825	843	843	914	749	725
YEL039C	V	79636	79977	-	342	8	7	6	131	285	398
YER053C	V	258737	259639	-	903	175	192	171	2850	2533	2486
tQ(UUG)E1	V	250286	250357	+	72	1	0	0	7	3	1
YEL034C-A	V	85613	86215	-	603	91	82	48	16	8	11
YER155C	V	476345	482848	-	6504	6198	4844	6015	3567	3124	2789
snR4	V	424698	424883	+	186	130	121	72	90	152	123
YER050C	V	253971	254387	-	417	341	257	229	347	897	877
YER031C	V	214076	214747	-	672	2226	1765	1995	2006	1247	1189
YER037W	V	225889	226854	+	966	298	285	280	1353	1246	1414
YEL049W	V	63728	64090	+	363	38	49	51	24	27	19
tQ(UUG)E2	V	131082	131153	-	72	1	0	0	2	1	0
YEL006W	V	144327	145334	+	1008	960	872	933	1549	1264	1176
YER100W	V	359562	360314	+	753	942	909	821	905	1494	1642
YER181C	V	551473	551796	-	324	0	3	1	9	3	4
YER015W	V	184541	186775	+	2235	308	247	292	558	387	383
YER129W	V	417281	420709	+	3429	2033	1705	1680	1321	1250	1058
YER172C-A	V	536275	536655	-	381	0	0	0	0	0	0
tR(UCU)E	V	138666	138737	+	72	0	0	0	0	1	0
YEL072W	V	13720	14415	+	696	145	170	112	145	161	189
YEL075C	V	5345	5713	-	369	0	0	0	0	1	0
YER048W-A	V	250718	251002	+	285	965	782	695	2362	1652	1499
YER051W	V	254656	256134	+	1479	375	309	253	708	605	616
YER171W	V	527082	529418	+	2337	1204	1104	1047	425	703	599
YER078C	V	316807	318342	-	1536	545	462	516	911	829	938
YER169W	V	523369	525759	+	2391	876	796	786	845	854	663
YEL003W	V;V	148176;148283	148194;148599	+;+	336	361	504	323	31	452	432
YEL077W-A	V	630	1112	+	483	0	0	0	0	0	0
YEL017C-A	V	122798	122929	-	132	3966	2750	3656	1425	1401	1249
YER133W	V;V	432495;433197	432671;433958	+;+	939	2762	2374	2248	356	3603	3819
YER152W-A	V	473485	474051	+	567	0	0	0	0	2	2
YER060W	V	274567	276153	+	1587	1283	992	1249	741	507	433
YER186C	V	561705	562625	-	921	1001	726	815	932	777	657
YER188W	V	568040	568759	+	720	66	55	56	146	140	108
YEL045C	V	68840	69265	-	426	284	288	291	207	264	239
YER022W	V	198812	200875	+	2064	626	438	437	1053	1019	975
YER148W-A	V	466185	466763	+	579	4	1	6	6	4	2
YER157W	V	484788	487193	+	2406	850	872	764	624	1087	1141
YER014C-A	V;V	183731;184678	184169;184700	-;-	462	0	0	0	0	0	0
YEL076C-A	V;V	4185;4602	4322;5114	-;-	651	0	0	1	2	0	0
YEL038W	V	80462	81145	+	684	1277	1090	1230	3189	1777	1373
YER066W	V	290242	290799	+	558	87	98	65	209	177	171
YER098W	V	355466	357730	+	2265	285	240	246	440	427	397
YEL035C	V	85045	85545	-	501	11	8	10	9	6	7
RPR1	V	117667	118035	-	369	69	39	36	88	45	28
YER063W	V	281710	282366	+	657	1271	995	969	2179	1446	1362
YER127W	V	414481	415554	+	1074	1215	1038	842	129	231	185
YER154W	V	475020	476228	+	1209	1150	1064	1224	1552	1388	1166
YER032W	V	215063	217693	+	2631	703	571	705	261	188	190
YER180C-A	V	550865	551122	-	258	117	108	69	120	118	86
YEL071W	V	16355	17845	+	1491	5186	4606	5208	1888	2450	2153
tK(CUU)E2	V	435752	435824	-	73	0	0	0	0	0	0
YEL057C	V	45020	45721	-	702	67	45	36	87	95	69
YEL069C	V	21537	23231	-	1695	17	18	25	56	44	30
YEL043W	V	70478	73348	+	2871	1711	1667	1854	1751	1543	1315
YER096W	V	351698	353236	+	1539	98	93	83	295	159	111
YER017C	V	189503	191788	-	2286	838	970	976	1878	1775	1324
YEL019C	V	120498	121301	-	804	91	87	81	70	60	51
YER009W	V	172115	172492	+	378	7700	7211	7981	4817	5202	5005
YER104W	V	366802	367428	+	627	197	118	162	353	226	258
YER067W	V	292066	292551	+	486	0	0	0	0	0	0
SCR1	V	441987	442508	+	522	646	565	61	478	149	130
YER044C-A	V;V	238460;239712	239623;239774	-;-	1227	60	68	63	49	62	42
YER101C	V	360502	361794	-	1293	178	201	183	469	496	465
YER121W	V	402375	402719	+	345	10	15	9	15	68	74
YER019C-A	V	194273	194539	-	267	2483	1647	1862	2476	2005	2039
tE(UUC)E1	V	177099	177170	+	72	0	0	0	1	1	0
YEL050C	V	59670	60851	-	1182	619	490	576	1445	1141	992
YER062C	V	279930	280682	-	753	505	546	524	2790	2372	1847
YER006C-A	V	164344	164661	-	318	27	14	24	2	1	0
YER016W	V	188277	189311	+	1035	607	614	421	388	821	856
YEL025C	V	102581	106147	-	3567	1210	1212	1215	1483	1292	1146
YER024W	V	202192	204963	+	2772	546	422	421	639	577	533
YER023W	V	201076	201936	+	861	2693	2175	2862	3275	2438	2272
YER079W	V	318920	319552	+	633	84	125	97	762	1114	1538
YER136W	V	439616	440971	+	1356	3627	2885	3298	7080	4928	4144
YER151C	V	469686	472424	-	2739	940	1093	864	664	1014	1075
YEL029C	V	96858	97796	-	939	807	755	801	515	586	548
YER065C	V	285241	286914	-	1674	930	978	961	968	713	580
YEL050W-A	V	59549	59740	+	192	17	9	19	31	24	36
YER085C	V	327619	328140	-	522	1	1	1	1	0	0
YER147C	V	462968	464842	-	1875	525	463	484	988	764	577
YER064C	V	282705	284222	-	1518	1300	1133	1271	1894	1290	1016
YER119C	V	399496	400842	-	1347	860	656	876	3973	2389	1745
YEL020C-B	V	117183	117380	-	198	6	3	1	3	2	6
YER068W	V	293050	294813	+	1764	755	736	674	933	922	833
YER158C	V	488857	490578	-	1722	271	328	274	1085	938	805
YER138W-A	V	449474	449578	+	105	55	42	27	13	55	48
YER130C	V	421115	422446	-	1332	607	836	559	971	982	847
YEL015W	V	126629	128284	+	1656	1486	1216	1128	2190	1771	1761
tK(CUU)E1	V	135425	135497	-	73	0	1	0	1	0	0
YER153C	V	474041	474805	-	765	153	130	153	713	477	383
YER137W-A	V	441575	441880	+	306	1	0	0	0	0	0
YER113C	V	387932	390052	-	2121	1429	1232	1345	529	728	662
YEL030W	V	94644	96578	+	1935	203	205	190	369	435	402
YER083C	V	326174	327031	-	858	1233	1231	1374	2654	1906	1492
YER167W	V	518216	520771	+	2556	859	1036	883	203	810	784
YEL032C-A	V	87040	87201	-	162	0	0	0	0	0	0
YEL073C	V	7230	7553	-	324	24	16	14	87	61	66
tV(AAC)E1	V	438700	438773	+	74	0	0	0	0	0	0
YER005W	V	160550	162442	+	1893	1697	1467	1737	1992	1509	1250
YER102W	V	363100	363702	+	603	9072	6902	7381	905	1199	1974
YER046W	V	243180	243611	+	432	107	151	114	220	150	131
YER023C-A	V	201522	201734	-	213	0	0	0	0	0	0
YEL031W	V	90258	93905	+	3648	18838	14808	20160	21880	13672	10248
YER075C	V	308413	311199	-	2787	868	732	757	631	565	386
YER073W	V	304030	305592	+	1563	4570	5383	5172	398	1475	1964
YEL027W	V	100769	101251	+	483	19041	16824	20938	16532	17575	17411
YEL024W	V	107260	107907	+	648	512	541	522	843	1065	895
YER049W	V	251728	253662	+	1935	3897	3758	3824	712	1024	822
YER175W-A	V	540650	540814	+	165	50	45	54	52	72	52
YEL037C	V	81407	82603	-	1197	1882	2075	1955	2153	2698	2255
YER134C	V	437267	437803	-	537	169	160	171	670	697	625
YER088C	V	333176	335188	-	2013	2496	3200	3228	2369	3098	2935
YER175C	V	539464	540363	-	900	418	327	407	8167	6512	5624
tG(GCC)E	V	61890	61960	-	71	2	0	1	0	0	1
YER021W	V	196948	198519	+	1572	3886	3789	3311	9442	8935	8179
YER004W	V	159580	160275	+	696	2684	2089	2413	8553	5296	3795
YER087C-A	V	331817	332368	-	552	19	14	22	20	21	17
YEL017W	V	123657	124670	+	1014	1266	1059	1214	1531	1043	826
YER106W	V	372326	373234	+	909	7	6	5	2	8	13
YER066C-A	V	291703	292203	-	501	19	10	9	247	215	192
YER117W	V;V	396769;397282	396810;397653	+;+	414	22156	17807	20652	2317	3695	5551
YER145C-A	V	462386	462823	-	438	52	36	27	16	6	7
YER076W-A	V	313390	313737	+	348	44	49	31	82	68	52
YER187W	V	566230	566655	+	426	22	27	18	44	27	32
snR14	V	167427	167586	-	160	12	12	5	13	25	34
YER046W-A	V	243700	244029	+	330	3	3	1	10	1	0
YER168C	V	521029	522669	-	1641	882	955	904	1034	920	767
YER124C	V	407342	409063	-	1722	4779	4219	4569	3623	3464	3554
SRG1	V	322212	322762	+	551	324	394	298	243	422	350
YER095W	V	349980	351182	+	1203	1441	1142	1429	6585	4686	3621
YEL028W	V	98668	99129	+	462	135	108	106	181	163	135
YER045C	V	240032	241501	-	1470	422	472	445	580	652	590
YER088W-B	V	335927	336073	+	147	0	0	0	0	0	0
YER086W	V	328477	330207	+	1731	7964	8125	9316	3743	3601	2874
YER188C-A	V	569608	569907	-	300	18	12	14	27	13	6
YER148W	V	465303	466025	+	723	1357	1120	1083	977	1375	1357
YEL022W	V	111421	115800	+	4380	2234	1962	1946	1021	1311	1048
YEL001C	V	150301	150978	-	678	2754	2345	2959	2775	2199	1904
YER056C	V	266512	268113	-	1602	11895	11383	12628	1112	1323	866
YER087C-B	V	332582	332830	-	249	2186	2065	2233	1851	1454	1150
YEL013W	V	128825	130561	+	1737	1983	2021	2349	3376	2809	2174
YER074W	V;V	306323;306792	306325;307196	+;+	408	16205	14293	14622	2000	3323	4519
tE(UUC)E3	V	487331	487402	-	72	0	0	0	0	0	0
YER133W-A	V	437191	437532	+	342	35	18	26	163	120	123
YER119C-A	V	400867	401238	-	372	4	15	13	26	18	15
YEL063C	V	31694	33466	-	1773	2410	2410	2476	2860	2714	2353
YEL051W	V	58378	59148	+	771	3546	2677	2948	2586	3724	4629
YER190C-B	V	575680	576162	-	483	0	0	0	0	0	0
YEL061C	V	36535	39537	-	3003	542	537	416	27	336	350
YER059W	V	272624	273886	+	1263	472	400	340	1410	1246	1325
YER091C-A	V	342390	342611	-	222	2	2	0	4	2	2
YER140W	V	451565	453235	+	1671	704	597	673	607	442	422
YEL056W	V	47168	48373	+	1206	803	722	773	2064	1891	1752
YER084W-A	V	327598	328110	+	513	2	1	0	1	0	4
YER036C	V	223367	225199	-	1833	9964	9405	10321	1675	1836	1819
YEL009C	V	138918	139763	-	846	24660	24178	24758	9909	9346	7358
YER079C-A	V	319902	320240	-	339	0	0	0	1	0	0
YEL053W-A	V	52908	53255	+	348	22	11	22	3	4	2
tM(CAU)E	V	100133	100204	+	72	1	1	0	0	0	2
YEL030C-A	V	94583	94897	-	315	3	3	0	3	4	4
YEL014C	V	128303	128608	-	306	49	40	45	68	45	39
YER156C	V	483325	484341	-	1017	2917	2322	2801	324	349	376
YER162C	V	500630	502894	-	2265	346	235	299	1029	948	923
YER090W	V	337949	339472	+	1524	3379	2733	2985	6783	5531	5637
YER074W-A	V;V;V	307653;307849;308068	307746;307956;308123	+;+;+	258	604	452	528	657	678	677
YER041W	V	232461	234740	+	2280	393	372	381	704	741	641
YER165C-A	V	512627	512983	-	357	18	31	31	36	22	22
YER097W	V	355140	355469	+	330	9	6	7	6	8	12
YER112W	V	387232	387795	+	564	735	405	415	274	612	733
YER090C-A	V	338322	338411	-	90	0	0	0	0	0	0
YER067C-A	V	292240	292563	-	324	0	3	0	70	31	35
snR67	V	61352	61433	+	82	32	30	22	29	36	28
tH(GUG)E1	V	207357	207428	+	72	1	0	0	2	3	2
YER174C	V	538434	539168	-	735	859	783	815	509	476	474
YER107W-A	V	374394	374714	+	321	98	75	66	117	86	67
YER026C	V	207644	208474	-	831	3108	2154	2670	7139	3764	3000
YER099C	V	358105	359061	-	957	1090	1083	980	598	490	598
YEL048C	V	64709	65167	-	459	465	381	416	116	109	94
YEL070W	V	19589	21097	+	1509	22	12	21	70	47	43
YER025W	V	205251	206834	+	1584	7873	6446	7106	2279	1994	1865
YEL075W-A	V	4870	5481	+	612	0	0	0	0	0	0
YER126C	V	413394	414179	-	786	2154	1583	1631	130	168	176
tI(AAU)E1	V	443202	443275	-	74	0	0	0	0	0	0
YER182W	V	552525	553259	+	735	163	151	125	152	265	328
YER165W	V	510373	512106	+	1734	14217	12303	15613	5702	5146	4843
YEL058W	V	43252	44925	+	1674	2636	2514	2892	4635	3759	3072
YER060W-A	V	276572	278164	+	1593	304	258	315	247	183	125
YER184C	V	556296	558680	-	2385	379	334	355	1949	2015	1820
YEL012W	V;V	131772;131900	131776;132551	+;+	657	120	93	72	1044	995	906
YEL020W-A	V	117211	117474	+	264	83	64	56	68	106	95
YER077C	V	314534	316600	-	2067	565	414	417	567	396	426
YER039C	V	228456	229205	-	750	74	54	59	232	218	177
YER042W	V	234937	235491	+	555	796	564	622	463	341	425
YER019W	V	192797	194230	+	1434	1581	1436	1536	3223	2095	1591
YER039C-A	V	229263	229481	-	219	39	19	30	127	100	65
YER058W	V	271768	272091	+	324	89	68	64	243	234	202
YER110C	V	378762	382103	-	3342	15127	13305	15791	629	705	927
YER135C	V	437952	438344	-	393	2	4	7	24	30	19
YEL023C	V	108504	110552	-	2049	367	342	390	417	512	360
YEL077C	V	264	4097	-	3834	148	90	103	144	109	82
tI(AAU)E2	V	551285	551358	-	74	2	0	0	0	0	0
YER001W	V	153520	155808	+	2289	2221	2021	2136	546	429	410
YEL020C	V	118617	120299	-	1683	487	384	427	1016	767	642
YEL044W	V	69757	70257	+	501	487	402	399	641	672	721
YER180C	V	549724	550527	-	804	518	426	382	436	340	300
YER087W	V	330576	332306	+	1731	168	169	144	501	526	427
YER055C	V	264892	265785	-	894	9756	7689	9365	5045	4863	5789
tR(ACG)E	V	492352	492424	-	73	0	1	0	0	0	0
YER091C	V	339864	342167	-	2304	13883	11755	12633	769	743	929
YER138C	V	443756	449024	-	5269	31	13	18	25	15	16
YER137C-A	V	447702	449024	-	1323	0	0	0	0	0	0
YER159C-A	V	496802	498124	-	1323	0	0	0	0	0	0
YER160C	V	492856	498124	-	5269	30	23	26	24	21	13
YHR094C	VIII	290913	292625	-	1713	6773	6427	6877	905	928	656
YHL031C	VIII	38815	39486	-	672	153	108	144	381	324	290
YHL002W	VIII	102612	103970	+	1359	556	429	421	1614	1357	1359
YHR219C-A	VIII	561199	561681	-	483	0	0	0	0	0	0
YHR045W	VIII	195551	197233	+	1683	1657	1318	1525	638	617	637
YHR084W	VIII	274174	276240	+	2067	558	1123	958	159	714	595
YHR126C	VIII	359702	360181	-	480	3	0	3	15	22	19
tS(AGA)H	VIII	133026	133107	-	82	1	0	0	0	0	0
YHR125W	VIII	358858	359163	+	306	1	0	0	2	6	3
YHR206W	VIII	512732	514600	+	1869	1698	1484	1714	678	666	484
YHR097C	VIII;VIII	297385;298485	298360;298609	-;-	1101	167	168	173	1301	1344	1572
YHR005C-A	VIII	115620	115901	-	282	1896	1527	1379	819	1048	934
YHR193C-A	VIII	488653	489027	-	375	0	0	0	2	1	1
YHR007C	VIII	120091	121683	-	1593	18373	19104	20714	2112	2428	2255
YHR214C-D	VIII	550648	550941	-	294	0	0	0	0	0	0
YHR212W-A	VIII	538742	538945	+	204	0	1	1	0	0	0
YHR184W	VIII	472744	474459	+	1716	53	48	54	45	70	44
YHR132C	VIII	368502	369794	-	1293	2322	2094	2492	4541	3357	3038
YHR182C-A	VIII	470939	471412	-	474	24	20	11	8	8	8
YHR025W	VIII	159438	160511	+	1074	9396	8013	9421	6725	5592	5151
YHR055C	VIII	214533	214718	-	186	0	0	0	0	0	0
YHR073W	VIII	242582	245572	+	2991	1764	1352	1527	3149	2184	1956
YHL015W-A	VIII	74699	74782	+	84	5	5	4	21	8	9
YHR064C	VIII	225525	227141	-	1617	12105	12708	13626	3084	4146	4432
YHL041W	VIII	17392	17841	+	450	1	4	2	15	6	3
YHR143W	VIII	385510	386487	+	978	8839	10172	11769	3285	3999	3087
YHR052W-A	VIII	212510	212704	+	195	0	0	0	0	0	0
YHL047C	VIII	8351	10213	-	1863	1671	1440	1561	4967	3476	1985
YHR175W-A	VIII	453558	453707	+	150	95	98	125	270	163	106
YHR003C	VIII	110028	111317	-	1290	1021	865	817	936	824	793
YHL032C	VIII	36379	38508	-	2130	905	798	913	1756	1086	826
YHR154W	VIII	402966	406178	+	3213	864	992	914	66	370	279
YHR031C	VIII	170799	172970	-	2172	647	573	646	305	204	191
YHL042W	VIII	15667	16119	+	453	66	64	57	263	216	222
YHR022C-A	VIII	151217	151306	-	90	6	8	4	7	10	7
YHR180C-B	VIII	466958	467062	-	105	0	0	0	0	0	0
YHR106W	VIII	325598	326626	+	1029	413	355	402	1800	1395	1270
YHR186C	VIII	475999	480672	-	4674	1364	1177	1334	1037	1007	822
YHL029C	VIII	45929	47968	-	2040	940	962	924	592	654	567
YHR048W	VIII	204607	206151	+	1545	783	646	749	19894	17918	13627
YHR039C-A	VIII;VIII	187173;187677	187514;187679	-;-	345	2588	1821	1851	813	2078	2690
YHR073W-A	VIII	242868	243044	+	177	0	0	0	0	0	0
YHR035W	VIII	178219	180111	+	1893	138	146	130	149	123	82
YHR165C	VIII	429707	436948	-	7242	1992	1392	1606	1223	838	739
YHL006C	VIII	98343	98795	-	453	142	106	125	149	144	83
YHL025W	VIII	54851	55849	+	999	734	543	643	979	936	837
YHR172W	VIII	448335	450806	+	2472	503	406	466	403	329	304
YHR002W	VIII	108812	109885	+	1074	158	144	146	314	266	264
YHR016C	VIII;VIII	136881;138409	138240;138455	-;-	1407	465	367	424	6432	4248	3934
RUF5-2	VIII	214407	215116	+	710	21	28	2	26	164	244
YHR079C	VIII	258244	261591	-	3348	1380	1127	1428	1026	858	761
YHR169W	VIII	442181	443476	+	1296	1357	1217	1160	85	135	119
YHR054C	VIII	213185	214249	-	1065	14	6	5	9	7	10
YHR065C	VIII	227532	229037	-	1506	1606	1421	1209	263	343	389
YHR088W	VIII	281495	282382	+	888	1223	955	831	111	245	383
tH(GUG)H	VIII	62755	62826	+	72	0	1	0	0	0	0
YHR093W	VIII	289142	289690	+	549	15	10	8	14	12	14
YHL036W	VIII	26241	27881	+	1641	290	288	314	654	638	600
YHR100C	VIII	314116	314673	-	558	507	429	442	341	291	211
YHR105W	VIII	324766	325410	+	645	155	114	124	378	315	338
YHR056C	VIII	215183	217834	-	2652	573	561	572	696	664	653
YHR135C	VIII	372694	374310	-	1617	2481	2068	2368	3385	2852	2775
YHR180W	VIII	465178	465669	+	492	101	111	75	373	302	230
YHR086W	VIII	278153	279724	+	1572	1008	850	1009	1576	1237	1145
YHR146W	VIII	390300	391697	+	1398	1195	1959	1437	213	1529	2015
YHR195W	VIII	490747	491712	+	966	472	335	356	998	837	844
YHR119W	VIII	346043	349285	+	3243	1405	1265	1431	1405	1142	1011
YHR033W	VIII	175548	176819	+	1272	325	302	342	427	123	70
YHR024C	VIII	157744	159192	-	1449	1285	1112	1201	2352	1843	1657
YHL043W	VIII	14901	15413	+	513	95	119	110	428	372	301
YHL039W	VIII	21783	23540	+	1758	2042	1937	2193	726	627	574
YHR059W	VIII	220108	220500	+	393	227	221	154	158	281	227
YHL048C-A	VIII	5663	5797	-	135	0	0	0	2	0	1
YHR026W	VIII	160844	161485	+	642	7079	5881	7365	6050	5288	5046
YHR160C	VIII	419221	420072	-	852	100	96	83	290	173	142
YHR085W	VIII	276764	277768	+	1005	696	500	480	87	132	98
YHR113W	VIII	336337	337809	+	1473	1305	1269	1572	3702	3055	2875
YHR175W	VIII	452872	453441	+	570	1313	905	1080	3857	2168	1718
YHR148W	VIII	393534	394085	+	552	593	514	450	45	55	50
YHR208W	VIII	517532	518713	+	1182	13479	12899	14650	3575	5021	5384
YHR001W	VIII	106055	107368	+	1314	828	633	731	1514	939	1040
YHR131C	VIII	365340	367892	-	2553	922	726	854	1239	1086	969
YHR049C-A	VIII	207234	207530	-	297	149	126	152	180	185	192
YHR086W-A	VIII	280231	280392	+	162	0	3	1	6	1	1
YHR141C	VIII;VIII	381990;382748	382306;382751	-;-	321	14085	9349	9657	1640	2257	3359
YHR170W	VIII	443828	445384	+	1557	5506	5014	5432	248	399	406
YHL021C	VIII	64462	65859	-	1398	343	455	386	4375	4144	4725
YHR078W	VIII	256360	258018	+	1659	1626	1541	1770	2264	1999	1647
YHR007C-A	VIII	122550	122765	-	216	28	27	46	440	312	213
YHL044W	VIII	13565	14272	+	708	95	87	97	262	267	267
YHR214W-A	VIII	543008	543493	+	486	90	69	98	67	57	38
YHR161C	VIII	420373	422286	-	1914	816	687	723	2502	2258	2316
YHR074W	VIII	246193	248337	+	2145	3525	3053	3512	8076	5399	4424
YHR164C	VIII	424610	429178	-	4569	684	529	474	950	778	726
YHL006W-A	VIII	97732	98085	+	354	37	29	40	34	32	37
YHR204W	VIII	506319	508709	+	2391	2429	2199	2561	1535	1471	1227
YHL002C-A	VIII	102587	103075	-	489	1	0	1	4	1	2
YHL030W-A	VIII	39074	39535	+	462	0	0	0	0	1	0
tF(GAA)H2	VIII;VIII	358478;358533	358513;358569	-;-	73	0	0	0	0	0	0
YHR163W	VIII	423724	424473	+	750	3572	2956	3220	2311	1667	1441
YHL046C	VIII	11923	12285	-	363	4	0	5	21	15	16
YHR056W-A	VIII	217406	217840	+	435	0	0	0	0	0	0
YHL004W	VIII	99219	100403	+	1185	882	888	836	1228	949	753
YHL009C	VIII	84068	85060	-	993	363	299	329	835	643	659
YHR138C	VIII	377355	377699	-	345	169	164	154	1222	1170	1078
YHR166C	VIII	437170	439050	-	1881	362	326	277	498	357	384
YHR151C	VIII	399268	400848	-	1581	924	727	854	703	545	473
YHL014C	VIII	76097	77314	-	1218	371	312	313	291	371	333
YHR021C	VIII;VIII	147871;148667	148116;148669	-;-	249	22147	16203	19061	2149	3634	4803
YHR198C	VIII	496315	497280	-	966	394	408	412	1410	1231	1081
YHL034C	VIII	33193	34077	-	885	2082	1687	1683	5649	3354	3076
YHR124W	VIII	356561	358444	+	1884	464	483	514	866	693	486
YHR011W	VIII	127780	129120	+	1341	164	142	178	319	279	287
YHR096C	VIII	294669	296447	-	1779	124	116	121	601	383	365
YHR185C	VIII	474627	475340	-	714	5	3	3	2	4	3
YHR190W	VIII	484845	486179	+	1335	3380	3342	3532	10069	8188	7145
YHR075C	VIII	248439	249641	-	1203	165	153	159	532	377	345
YHR117W	VIII	342349	344268	+	1920	1702	1640	1879	1955	1578	1279
YHR109W	VIII	330310	332067	+	1758	300	262	284	579	486	431
YHR207C	VIII	514905	516485	-	1581	636	550	461	392	590	744
YHR132W-A	VIII	370054	370449	+	396	476	314	306	1212	761	927
YHR015W	VIII	134554	136533	+	1980	86	77	72	20	33	28
YHL015W	VIII	75412	75777	+	366	46432	36998	37530	11117	15266	22467
YHR090C	VIII	283777	284625	-	849	272	225	195	186	305	286
YHR189W	VIII	484028	484600	+	573	119	92	109	462	326	267
YHR001W-A	VIII;VIII	107826;107895	107831;108122	+;+	234	152	152	158	303	462	486
YHR070C-A	VIII	236102	236512	-	411	133	109	111	52	30	41
YHR108W	VIII	328303	330060	+	1758	3667	3103	3775	4132	3403	3070
YHR006W	VIII	117814	119439	+	1626	582	519	493	1263	1161	1266
YHR147C	VIII	392639	393283	-	645	607	559	558	1628	1124	998
YHR180W-A	VIII	466932	467114	+	183	0	0	0	0	0	0
YHR092C	VIII	287081	288811	-	1731	348	424	541	235	205	171
YHR080C	VIII	262801	266838	-	4038	842	703	811	1497	1533	1425
YHL045W	VIII	12502	12849	+	348	4	8	6	46	33	21
YHR022C	VIII	149575	150345	-	771	142	154	132	146	193	153
YHL027W	VIII	51111	52988	+	1878	974	1045	981	1259	1538	1514
YHL003C	VIII	100648	101883	-	1236	3514	3161	3357	3114	2621	2192
YHR070W	VIII	234881	236380	+	1500	882	739	854	378	222	182
YHR150W	VIII	397251	398990	+	1740	402	376	333	568	605	532
YHR133C	VIII	370722	371597	-	876	2615	2266	2498	1492	1732	1537
YHR215W	VIII	552099	553502	+	1404	1388	930	1062	86	77	112
YHL020C	VIII	66242	67456	-	1215	367	376	350	714	748	687
YHR101C	VIII;VIII	314874;315859	315771;315968	-;-	1008	296	303	317	643	448	358
YHR046C	VIII	197398	198285	-	888	592	796	553	205	621	561
YHR095W	VIII	292943	293437	+	495	9	8	4	3	5	2
YHR182W	VIII	468219	470576	+	2358	442	305	346	461	323	311
YHR098C	VIII	299145	301934	-	2790	3713	3761	4038	4003	3533	3039
YHR145C	VIII	388981	389337	-	357	0	2	1	0	0	1
YHR120W	VIII	349574	352453	+	2880	786	622	670	434	416	366
YHL030W	VIII	40084	45690	+	5607	1792	1777	1941	4134	4303	3163
tV(CAC)H	VIII	475706	475778	-	73	0	0	0	0	0	0
YHR051W	VIII	209705	210151	+	447	972	949	930	1350	2082	2034
YHR130C	VIII	364965	365300	-	336	34	32	38	34	30	27
YHR149C	VIII	394455	396659	-	2205	1355	1146	1328	532	458	301
YHR127W	VIII	360913	361644	+	732	526	461	400	631	391	367
YHR194W	VIII	488657	490396	+	1740	348	320	373	872	590	490
YHR213W-A	VIII	540549	540782	+	234	1	0	0	0	1	0
YHR032C-A	VIII	175275	175394	-	120	15	8	17	7	7	1
YHR203C	VIII;VIII	504476;505517	505247;505530	-;-	786	17609	14713	16735	1895	2971	4399
YHR168W	VIII	440377	441933	+	1557	218	219	207	273	229	197
YHR167W	VIII	439342	440127	+	786	265	180	175	145	141	162
YHR050W	VIII	207654	209303	+	1650	2003	2054	2227	4169	2945	1992
YHR112C	VIII	334527	335663	-	1137	737	655	715	2252	2219	1766
YHR027C	VIII	161730	164711	-	2982	6468	5582	6067	9703	9224	7689
YHR214C-E	VIII	551200	551499	-	300	0	1	0	1	0	0
YHR214W	VIII	541651	542262	+	612	70	57	62	64	33	22
YHR188C	VIII	482005	483837	-	1833	3224	3069	3562	5613	4644	3973
YHL023C	VIII	59123	62563	-	3441	694	746	678	637	1026	987
YHR099W	VIII	302761	313995	+	11235	2547	2020	2484	976	1005	843
